epoch,dice,dice_men,dice_women,fg_f1,fg_precision,fg_recall,loss
0,0.8463442325592041,0.846701058474454,0.8614922861258189,0.8463373780250549,0.7679033279418945,0.9782960414886475,0.10914662480354309
