epoch,dice,dice_men,dice_women,fg_f1,fg_precision,fg_recall,loss
0,0.8524600863456726,0.8449974005872553,0.8510838449001312,0.8524534702301025,0.7811123132705688,0.9729558229446411,0.0743720754981041
