epoch,dice,fg_f1,fg_precision,fg_recall,loss,val_dice,val_fg_f1,val_fg_precision,val_fg_recall,val_loss
0,0.09774760156869888,0.09774444997310638,0.05319064483046532,0.9242845177650452,0.6945098638534546,0.01584479957818985,0.015843547880649567,0.008104988373816013,0.4572843015193939,1.32771897315979
1,0.3639996647834778,0.36399129033088684,0.23481422662734985,0.9700084924697876,0.5455421209335327,0.05930061638355255,0.05929809808731079,0.03097221627831459,0.8343865275382996,0.9652206897735596
2,0.5247495770454407,0.5247400999069214,0.374994158744812,0.9815902709960938,0.4577736556529999,0.08883579820394516,0.08883276581764221,0.046927932649850845,0.9968311786651611,0.9078644514083862
3,0.6318530440330505,0.6318439245223999,0.4840739965438843,0.9825557470321655,0.4236311614513397,0.18331851065158844,0.18331246078014374,0.10399029403924942,0.9412049055099487,0.5369386672973633
4,0.7109450101852417,0.7109366655349731,0.5710296034812927,0.9807647466659546,0.39622581005096436,0.3163452744483948,0.3163367211818695,0.19833967089653015,0.9605820178985596,0.39164063334465027
5,0.726996660232544,0.7269884943962097,0.5912488698959351,0.9831314086914062,0.37428027391433716,0.48923784494400024,0.48922696709632874,0.3455488085746765,0.9186423420906067,0.25423967838287354
6,0.7637806534767151,0.7637732625007629,0.6357572078704834,0.9847742915153503,0.3535037040710449,0.34195780754089355,0.3419252634048462,0.44297099113464355,0.31755056977272034,0.16978488862514496
7,0.7743889689445496,0.7743815183639526,0.6515817046165466,0.9839913845062256,0.3334140479564667,0.7887036800384521,0.7886961102485657,0.7360658049583435,0.914871335029602,0.13926760852336884
8,0.8016001582145691,0.8015936613082886,0.6865348219871521,0.9862009882926941,0.3141888380050659,0.797532856464386,0.7975255846977234,0.7197545170783997,0.9476208090782166,0.11724141240119934
9,0.8118627071380615,0.8118562698364258,0.7003254294395447,0.9870774149894714,0.2962599992752075,0.7990925312042236,0.7990853786468506,0.7497455477714539,0.92131108045578,0.11024017632007599
10,0.8283262252807617,0.8283202648162842,0.725558876991272,0.9850486516952515,0.28007739782333374,0.7917709946632385,0.7917636036872864,0.6965324282646179,0.9680896401405334,0.1121780201792717
11,0.8298082947731018,0.8298022747039795,0.7266255617141724,0.9845680594444275,0.26582151651382446,0.8255243897438049,0.8255178928375244,0.7762457132339478,0.9315161108970642,0.0882914587855339
12,0.8336707353591919,0.8336647748947144,0.7346723079681396,0.9848124980926514,0.2519072890281677,0.8090040683746338,0.8089969754219055,0.7097205519676208,0.978506326675415,0.12778280675411224
13,0.8592153191566467,0.8592102527618408,0.7763603925704956,0.9824842810630798,0.24169357120990753,0.8287845253944397,0.828778088092804,0.7776407599449158,0.9351139068603516,0.07843362540006638
14,0.8524624705314636,0.8524570465087891,0.7653704881668091,0.9826791286468506,0.22574938833713531,0.8181319832801819,0.8181254863739014,0.7566214799880981,0.9447960257530212,0.08155712485313416
15,0.8665406703948975,0.866536021232605,0.7863724827766418,0.9833296537399292,0.21407364308834076,0.8379611372947693,0.8379549980163574,0.7754695415496826,0.9455503821372986,0.06013521924614906
16,0.862960159778595,0.8629550337791443,0.785405695438385,0.9762119054794312,0.20575663447380066,0.8310660719871521,0.8310597538948059,0.7513481378555298,0.9681457877159119,0.0578862689435482
17,0.8761589527130127,0.8761542439460754,0.8024520874023438,0.9789079427719116,0.19286657869815826,0.8303555846214294,0.8303493857383728,0.7842360734939575,0.9381625652313232,0.059939444065093994
18,0.8844043016433716,0.8843998312950134,0.811440110206604,0.9822534322738647,0.1805267482995987,0.8422691822052002,0.842263400554657,0.8345890045166016,0.9034506678581238,0.057066481560468674
19,0.894332766532898,0.8943284749984741,0.8288915157318115,0.9813182353973389,0.1706550419330597,0.8475813865661621,0.8475754261016846,0.8713493347167969,0.8636696934700012,0.04544642195105553
20,0.909354567527771,0.9093510508537292,0.853987991809845,0.9796963930130005,0.16495254635810852,0.8349473476409912,0.8349413275718689,0.7790473699569702,0.9389685392379761,0.05781175196170807
21,0.9028433561325073,0.9028394222259521,0.8465264439582825,0.9766696095466614,0.15724103152751923,0.8371350765228271,0.8371289968490601,0.7924203872680664,0.9331036806106567,0.060249440371990204
22,0.9089546203613281,0.9089510440826416,0.8570439219474792,0.9777754545211792,0.14780868589878082,0.8313919305801392,0.8313857316970825,0.7588840126991272,0.9609143137931824,0.06647862493991852
23,0.9190324544906616,0.9190295338630676,0.872443437576294,0.9783519506454468,0.14186221361160278,0.8530375957489014,0.8530319333076477,0.7884773015975952,0.9586219787597656,0.06091974303126335
24,0.8996051549911499,0.8996013402938843,0.8490445017814636,0.9685656428337097,0.13924919068813324,0.856514036655426,0.8565086722373962,0.8206033110618591,0.9299527406692505,0.06210386008024216
25,0.915005087852478,0.9150015115737915,0.8658844828605652,0.9768121242523193,0.12791191041469574,0.8733866810798645,0.873382031917572,0.8821430802345276,0.8960998058319092,0.055288661271333694
26,0.9211033582687378,0.9211000204086304,0.8732340335845947,0.9790770411491394,0.12090300768613815,0.8429303765296936,0.8429248332977295,0.8731582760810852,0.865304708480835,0.06337662041187286
27,0.9191499352455139,0.9191465377807617,0.876410722732544,0.9735705256462097,0.12066633999347687,0.8097395896911621,0.8097329139709473,0.7635504007339478,0.9253039956092834,0.07660788297653198
28,0.913772702217102,0.9137693047523499,0.8761135935783386,0.9645857214927673,0.1207830011844635,0.8098363876342773,0.8098297119140625,0.7228499054908752,0.9622294902801514,0.08045980334281921
