epoch,dice,dice_men,dice_women,fg_f1,fg_precision,fg_recall,loss
0,0.012173534370958805,0.0030551339022633506,0.0035012695007026196,0.012170734815299511,0.00633997842669487,0.18133853375911713,5.762091159820557
