epoch,dice,dice_men,dice_women,fg_f1,fg_precision,fg_recall,loss
0,0.7905974984169006,0.768626408143477,0.7664691507816315,0.7905893325805664,0.6923413276672363,0.9764899015426636,0.11374703049659729
