epoch,dice,fg_f1,fg_precision,fg_recall,loss,val_dice,val_fg_f1,val_fg_precision,val_fg_recall,val_loss
0,0.2158462405204773,0.21584057807922363,0.1323738694190979,0.9458087086677551,0.6187563538551331,0.033976975828409195,0.03397579863667488,0.01737590879201889,1.0,3.7190446853637695
1,0.5631636381149292,0.5631545186042786,0.41452232003211975,0.9838756322860718,0.44749540090560913,0.08018732070922852,0.08018454909324646,0.04225294291973114,0.9907619953155518,1.1861908435821533
2,0.7151768803596497,0.7151685357093811,0.5785986185073853,0.9863812327384949,0.38678455352783203,0.12556898593902588,0.12556424736976624,0.06822343915700912,0.9272458553314209,0.5883759260177612
3,0.7535231113433838,0.7535152435302734,0.6307719349861145,0.9756838083267212,0.3442443013191223,0.5892417430877686,0.5892313122749329,0.468070387840271,0.921052098274231,0.25911298394203186
4,0.8016891479492188,0.8016824722290039,0.6889814138412476,0.9843652248382568,0.3034530282020569,0.7860921025276184,0.7860845327377319,0.7284391522407532,0.9281817674636841,0.13242559134960175
5,0.8120701313018799,0.8120637536048889,0.7019540071487427,0.9857506155967712,0.2697979807853699,0.817410945892334,0.8174043297767639,0.7864389419555664,0.91679847240448,0.08529302477836609
6,0.824853777885437,0.8248476386070251,0.7219941020011902,0.984950065612793,0.24113306403160095,0.8015177249908447,0.8015106916427612,0.7688000202178955,0.913752555847168,0.05986675247550011
7,0.8155626058578491,0.8155564069747925,0.7194295525550842,0.9695622324943542,0.2217627465724945,0.7575819492340088,0.7575739026069641,0.6914992928504944,0.9187424182891846,0.07103745639324188
8,0.8453126549720764,0.8453068137168884,0.75958251953125,0.9762238264083862,0.20001602172851562,0.8241646885871887,0.824158251285553,0.7784970998764038,0.9260165691375732,0.04491518437862396
9,0.8758615255355835,0.8758569955825806,0.8036978244781494,0.9789828062057495,0.17491763830184937,0.845034658908844,0.8450289368629456,0.8244152069091797,0.9133326411247253,0.0463617704808712
10,0.8953368067741394,0.8953327536582947,0.8306325078010559,0.9816906452178955,0.15589453279972076,0.8445513844490051,0.8445456027984619,0.8246009349822998,0.9122333526611328,0.04891005903482437
11,0.8959847688674927,0.895980715751648,0.835451066493988,0.9781371355056763,0.1430175006389618,0.8241122961044312,0.8241059184074402,0.783724308013916,0.9258471727371216,0.0532228909432888
12,0.901783287525177,0.9017794132232666,0.8466611504554749,0.9755237102508545,0.1292170137166977,0.8516198396682739,0.851614236831665,0.8305162191390991,0.9155770540237427,0.05201356112957001
13,0.9110962152481079,0.9110926389694214,0.8619697093963623,0.9750139713287354,0.11981845647096634,0.8544738292694092,0.8544682860374451,0.8062583208084106,0.9431225657463074,0.05264867842197418
14,0.9233061671257019,0.9233030676841736,0.8785645365715027,0.9784314036369324,0.10977376997470856,0.8323745727539062,0.8323686122894287,0.8735287189483643,0.8667109608650208,0.04951421916484833
15,0.9279398322105408,0.9279369711875916,0.8904386758804321,0.9753490090370178,0.10011674463748932,0.8369635939598083,0.836957573890686,0.7975038886070251,0.9309936165809631,0.05070764943957329
16,0.9212967753410339,0.9212933778762817,0.8826747536659241,0.9720919132232666,0.09377549588680267,0.8494061231613159,0.8494007587432861,0.8473882675170898,0.9041140675544739,0.04796905443072319
17,0.9341748356819153,0.9341720938682556,0.9005692005157471,0.9743452072143555,0.0856928899884224,0.839836061000824,0.8398301005363464,0.7953665852546692,0.9358100891113281,0.055064067244529724
18,0.9377924799919128,0.937790036201477,0.9087533354759216,0.9734830856323242,0.08240633457899094,0.8453390598297119,0.8453332185745239,0.7880008816719055,0.9490782618522644,0.04858095943927765
19,0.9402058124542236,0.9402032494544983,0.9139302968978882,0.971753716468811,0.07484216243028641,0.8335859775543213,0.8335800170898438,0.7856114506721497,0.9323070049285889,0.05037368834018707
