epoch,dice,dice_men,dice_women,fg_f1,fg_precision,fg_recall,loss
0,0.011635907925665379,0.0017603284156903988,0.0011007840745151042,0.01163334958255291,0.006048052571713924,0.18509861826896667,5.924004554748535
