epoch,dice,dice_men,dice_women,fg_f1,fg_precision,fg_recall,loss
0,0.866415798664093,0.8724354668097063,0.8847181598345438,0.8664094805717468,0.8161797523498535,0.9563641548156738,0.0995337963104248
