epoch,dice,dice_men,dice_women,fg_f1,fg_precision,fg_recall,loss
0,0.8171459436416626,0.8132532130588185,0.8204034467538198,0.8171381950378418,0.7318944931030273,0.9660939574241638,0.09003706276416779
