epoch,dice,dice_men,dice_women,fg_f1,fg_precision,fg_recall,loss
0,0.8240131139755249,0.8240758939222856,0.8326292037963867,0.8240055441856384,0.7245602607727051,0.9892475008964539,0.10752706974744797
