epoch,dice,fg_f1,fg_precision,fg_recall,loss,val_dice,val_fg_f1,val_fg_precision,val_fg_recall,val_loss
0,0.1701897233724594,nan,0.12927821278572083,nan,0.5954471230506897,0.06427188217639923,nan,0.03591808304190636,nan,2.6361818313598633
1,0.30770012736320496,nan,0.2989138662815094,nan,0.3589510917663574,0.3075844645500183,nan,nan,nan,0.45591047406196594
2,0.33581265807151794,nan,0.3472607135772705,nan,0.21894271671772003,0.30228090286254883,nan,nan,nan,0.1548275649547577
3,0.334303617477417,nan,0.3602997064590454,nan,0.1543956696987152,0.3915219306945801,nan,nan,nan,0.12454746663570404
4,0.2991859018802643,nan,0.367456316947937,nan,0.11539553850889206,0.32452142238616943,nan,nan,nan,0.06637593358755112
5,0.2959279417991638,nan,0.37401288747787476,nan,0.08147773891687393,0.3695341646671295,nan,nan,nan,0.09595784544944763
6,0.33893081545829773,nan,0.37401527166366577,nan,0.05585189536213875,0.38400253653526306,nan,nan,nan,0.06585376709699631
7,0.3350123465061188,nan,0.3615579307079315,nan,0.04566733539104462,0.44455474615097046,nan,nan,nan,0.06230241432785988
8,0.3531482219696045,nan,0.37362924218177795,nan,0.03215129300951958,0.42867448925971985,nan,nan,nan,0.03603104129433632
9,0.3599696457386017,nan,0.37723806500434875,nan,0.025631947442889214,0.47116339206695557,nan,nan,nan,0.0345013253390789
