epoch,dice,dice_men,dice_women,fg_f1,fg_precision,fg_recall,loss
0,0.8571119904518127,0.8614330020817843,0.8747233549753824,0.8571054935455322,0.7891790866851807,0.9727445244789124,0.08120180666446686
