epoch,dice,dice_men,dice_women,fg_f1,fg_precision,fg_recall,loss
0,0.8459070920944214,0.8533151474866,0.8636133869489034,0.8459004163742065,0.7852053642272949,0.9584333896636963,0.07001834362745285
