epoch,accuracy,dice,fg_f1,fg_precision,fg_recall,loss,val_accuracy,val_dice,val_fg_f1,val_fg_precision,val_fg_recall,val_loss
0,0.7832568883895874,0.12188787758350372,0.12188387662172318,0.06812823563814163,0.8851051330566406,0.6813226938247681,0.0065696449019014835,0.01304864976555109,0.013048112392425537,0.006569645367562771,1.0,16.000835418701172
