epoch,dice,dice_men,dice_women,fg_f1,fg_precision,fg_recall,loss
0,0.816972017288208,0.8044432347471063,0.8166289826234182,0.8169644474983215,0.7276674509048462,0.9785265922546387,0.11532323807477951
