epoch,dice,dice_men,dice_women,fg_f1,fg_precision,fg_recall,loss
0,0.8448323607444763,0.8473802317272533,0.8597252865632375,0.8448254466056824,0.7648860216140747,0.9782774448394775,0.08457348495721817
